country,survey_year,hdi_category,indicator_name,reference,values
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,29
India,1998-99,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,58
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,47
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,45
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,"d,h",31
Pakistan,1990,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,61
Mauritania,2000-01,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,39
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,47
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,32
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,54
Nepal,2001,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,62
Madagascar,2003-04,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,51
Cameroon,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,41
Haiti,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,34
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,38
Zimbabwe,1999,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,33
Togo,1998,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,29
Yemen,1997,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,58
Uganda,2000-01,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Poor,,43
Senegal,2005,LOW HUMAN DEVELOPMENT,Child_underheight_ Poor,,26
Eritrea,2002,LOW HUMAN DEVELOPMENT,Child_underheight_ Poor,,45
Nigeria,2003,LOW HUMAN DEVELOPMENT,Child_underheight_ Poor,,49
Tanzania (United Republic of),1999,LOW HUMAN DEVELOPMENT,Child_underheight_ Poor,,50
Guinea,2005,LOW HUMAN DEVELOPMENT,Child_underheight_ Poor,,41
Rwanda,2005,LOW HUMAN DEVELOPMENT,Child_underheight_ Poor,,55
Benin,2001,,Child_underheight_ Poor,,35
Malawi,2000,,Child_underheight_ Poor,"d,h",26
Zambia,2001-02,,Child_underheight_ Poor,,54
Côte d'Ivoire,2005,,Child_underheight_ Poor,,..
Ethiopia,2005,,Child_underheight_ Poor,,48
Chad,2004,,Child_underheight_ Poor,,51
Central African Republic,1994-95,,Child_underheight_ Poor,,42
Mozambique,2003,,Child_underheight_ Poor,,49
Mali,2001,,Child_underheight_ Poor,,45
Niger,2006,,Child_underheight_ Poor,,54
Burkina Faso,2003,,Child_underheight_ Poor,,46
Sierra Leone,2005,,Child_underheight_ Poor,"d,h",44
Brazil,1996,HIGH HUMAN DEVELOPMENT,Child_underheight_ Rich,,2
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,8
Colombia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,3
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,d,7
Dominican Republic,1996,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,2
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,8
Turkey,1998,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,4
Jordan,1997,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,5
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,4
Philippines,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,..
Paraguay,1990,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,3
Viet Nam,2002,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,..
Indonesia,1997,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,..
Turkmenistan,2000,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,17
Nicaragua,2001,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,5
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,6
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,14
Uzbekistan,1996,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,31
Kyrgyzstan,1997,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,14
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,5
Guatemala,1998-99,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,8
Gabon,2000,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,12
South Africa,1998,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,..
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,"d,h",21
Namibia,2000,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,15
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,10
India,1998-99,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,27
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,19
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,23
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,"d,h",7
Pakistan,1990,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,33
Mauritania,2000-01,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,23
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,25
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,20
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,25
Nepal,2001,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,36
Madagascar,2003-04,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,38
Cameroon,2004,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,12
Haiti,2005-06,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,5
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,19
Zimbabwe,1999,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,19
Togo,1998,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,11
Yemen,1997,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,35
Uganda,2000-01,MEDIUM HUMAN DEVELOPMENT,Child_underheight_ Rich,,25
Senegal,2005,LOW HUMAN DEVELOPMENT,Child_underheight_ Rich,,6
Eritrea,2002,LOW HUMAN DEVELOPMENT,Child_underheight_ Rich,,18
Nigeria,2003,LOW HUMAN DEVELOPMENT,Child_underheight_ Rich,,18
Tanzania (United Republic of),1999,LOW HUMAN DEVELOPMENT,Child_underheight_ Rich,,23
Guinea,2005,LOW HUMAN DEVELOPMENT,Child_underheight_ Rich,,22
Rwanda,2005,LOW HUMAN DEVELOPMENT,Child_underheight_ Rich,,30
Benin,2001,,Child_underheight_ Rich,,18
Malawi,2000,,Child_underheight_ Rich,"d,h",23
Zambia,2001-02,,Child_underheight_ Rich,,32
Côte d'Ivoire,2005,,Child_underheight_ Rich,,..
Ethiopia,2005,,Child_underheight_ Rich,,35
Chad,2004,,Child_underheight_ Rich,,32
Central African Republic,1994-95,,Child_underheight_ Rich,,25
Mozambique,2003,,Child_underheight_ Rich,,20
Mali,2001,,Child_underheight_ Rich,,20
Niger,2006,,Child_underheight_ Rich,,37
Burkina Faso,2003,,Child_underheight_ Rich,,21
Sierra Leone,2005,,Child_underheight_ Rich,"d,h",26
Brazil,1996,HIGH HUMAN DEVELOPMENT,IMR_Poor,,83
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,68
Colombia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,32
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,d,..
Dominican Republic,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,67
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,41
Turkey,1998,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,68
Jordan,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,35
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,46
Philippines,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,42
Paraguay,1990,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,43
Viet Nam,2002,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,39
Indonesia,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,78
Turkmenistan,2000,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,89
Nicaragua,2001,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,50
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,20
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,59
Uzbekistan,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,54
Kyrgyzstan,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,83
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,72
Guatemala,1998-99,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,58
Gabon,2000,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,57
South Africa,1998,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,62
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,"d,h",..
Namibia,2000,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,36
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,62
India,1998-99,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,97
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,101
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,87
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,"d,h",75
Pakistan,1990,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,89
Mauritania,2000-01,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,61
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,88
Congo,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,91
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,90
Nepal,2001,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,86
Madagascar,2003-04,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,87
Cameroon,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,101
Haiti,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,78
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,96
Zimbabwe,1999,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,59
Togo,1998,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,84
Yemen,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,109
Uganda,2000-01,MEDIUM HUMAN DEVELOPMENT,IMR_Poor,,106
Senegal,2005,LOW HUMAN DEVELOPMENT,IMR_Poor,,89
Eritrea,2002,LOW HUMAN DEVELOPMENT,IMR_Poor,,48
Nigeria,2003,LOW HUMAN DEVELOPMENT,IMR_Poor,,133
Tanzania (United Republic of),1999,LOW HUMAN DEVELOPMENT,IMR_Poor,,115
Guinea,2005,LOW HUMAN DEVELOPMENT,IMR_Poor,,127
Rwanda,2005,LOW HUMAN DEVELOPMENT,IMR_Poor,,114
Benin,2001,,IMR_Poor,,112
Malawi,2000,,IMR_Poor,"d,h",132
Zambia,2001-02,,IMR_Poor,,115
Côte d'Ivoire,2005,,IMR_Poor,,93
Ethiopia,2005,,IMR_Poor,,80
Chad,2004,,IMR_Poor,,109
Central African Republic,1994-95,,IMR_Poor,,132
Mozambique,2003,,IMR_Poor,,143
Mali,2001,,IMR_Poor,,137
Niger,2006,,IMR_Poor,,91
Burkina Faso,2003,,IMR_Poor,,97
Sierra Leone,2005,,IMR_Poor,"d,h",159
Brazil,1996,HIGH HUMAN DEVELOPMENT,IMR_Rich,,29
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,42
Colombia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,14
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,d,..
Dominican Republic,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,23
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,14
Turkey,1998,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,30
Jordan,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,23
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,6
Philippines,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,19
Paraguay,1990,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,16
Viet Nam,2002,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,14
Indonesia,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,23
Turkmenistan,2000,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,58
Nicaragua,2001,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,16
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,16
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,23
Uzbekistan,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,46
Kyrgyzstan,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,46
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,27
Guatemala,1998-99,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,39
Gabon,2000,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,36
South Africa,1998,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,17
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,"d,h",..
Namibia,2000,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,23
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,24
India,1998-99,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,38
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,34
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,65
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,"d,h",64
Pakistan,1990,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,63
Mauritania,2000-01,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,62
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,70
Congo,2005,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,56
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,65
Nepal,2001,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,53
Madagascar,2003-04,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,33
Cameroon,2004,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,51
Haiti,2005-06,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,45
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,62
Zimbabwe,1999,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,44
Togo,1998,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,66
Yemen,1997,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,60
Uganda,2000-01,MEDIUM HUMAN DEVELOPMENT,IMR_Rich,,60
Senegal,2005,LOW HUMAN DEVELOPMENT,IMR_Rich,,41
Eritrea,2002,LOW HUMAN DEVELOPMENT,IMR_Rich,,38
Nigeria,2003,LOW HUMAN DEVELOPMENT,IMR_Rich,,52
Tanzania (United Republic of),1999,LOW HUMAN DEVELOPMENT,IMR_Rich,,92
Guinea,2005,LOW HUMAN DEVELOPMENT,IMR_Rich,,68
Rwanda,2005,LOW HUMAN DEVELOPMENT,IMR_Rich,,73
Benin,2001,,IMR_Rich,,50
Malawi,2000,,IMR_Rich,"d,h",86
Zambia,2001-02,,IMR_Rich,,57
Côte d'Ivoire,2005,,IMR_Rich,,79
Ethiopia,2005,,IMR_Rich,,60
Chad,2004,,IMR_Rich,,101
Central African Republic,1994-95,,IMR_Rich,,54
Mozambique,2003,,IMR_Rich,,71
Mali,2001,,IMR_Rich,,90
Niger,2006,,IMR_Rich,,67
Burkina Faso,2003,,IMR_Rich,,78
Sierra Leone,2005,,IMR_Rich,"d,h",108
Brazil,1996,HIGH HUMAN DEVELOPMENT,Under5_MR_Poor,,99
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,82
Colombia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,39
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,d,..
Dominican Republic,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,90
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,52
Turkey,1998,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,85
Jordan,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,42
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,63
Philippines,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,66
Paraguay,1990,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,57
Viet Nam,2002,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,53
Indonesia,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,109
Turkmenistan,2000,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,106
Nicaragua,2001,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,64
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,29
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,75
Uzbekistan,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,70
Kyrgyzstan,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,96
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,105
Guatemala,1998-99,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,78
Gabon,2000,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,93
South Africa,1998,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,87
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,"d,h",..
Namibia,2000,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,55
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,78
India,1998-99,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,141
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,127
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,129
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,"d,h",118
Pakistan,1990,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,125
Mauritania,2000-01,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,98
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,114
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,135
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,121
Nepal,2001,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,130
Madagascar,2003-04,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,142
Cameroon,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,189
Haiti,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,125
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,149
Zimbabwe,1999,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,100
Togo,1998,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,168
Yemen,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,163
Uganda,2000-01,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Poor,,192
Senegal,2005,LOW HUMAN DEVELOPMENT,Under5_MR_Poor,,183
Eritrea,2002,LOW HUMAN DEVELOPMENT,Under5_MR_Poor,,100
Nigeria,2003,LOW HUMAN DEVELOPMENT,Under5_MR_Poor,,257
Tanzania (United Republic of),1999,LOW HUMAN DEVELOPMENT,Under5_MR_Poor,,160
Guinea,2005,LOW HUMAN DEVELOPMENT,Under5_MR_Poor,,217
Rwanda,2005,LOW HUMAN DEVELOPMENT,Under5_MR_Poor,,211
Benin,2001,,Under5_MR_Poor,,198
Malawi,2000,,Under5_MR_Poor,"d,h",231
Zambia,2001-02,,Under5_MR_Poor,,192
Côte d'Ivoire,2005,,Under5_MR_Poor,,150
Ethiopia,2005,,Under5_MR_Poor,,130
Chad,2004,,Under5_MR_Poor,,176
Central African Republic,1994-95,,Under5_MR_Poor,,193
Mozambique,2003,,Under5_MR_Poor,,196
Mali,2001,,Under5_MR_Poor,,248
Niger,2006,,Under5_MR_Poor,,206
Burkina Faso,2003,,Under5_MR_Poor,,206
Sierra Leone,2005,,Under5_MR_Poor,"d,h",268
Brazil,1996,HIGH HUMAN DEVELOPMENT,Under5_MR_Rich,,33
Kazakhstan,1999,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,45
Colombia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,16
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,d,..
Dominican Republic,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,27
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,23
Turkey,1998,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,33
Jordan,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,25
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,11
Philippines,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,21
Paraguay,1990,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,20
Viet Nam,2002,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,16
Indonesia,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,29
Turkmenistan,2000,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,70
Nicaragua,2001,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,19
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,17
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,25
Uzbekistan,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,50
Kyrgyzstan,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,49
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,32
Guatemala,1998-99,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,39
Gabon,2000,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,55
South Africa,1998,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,22
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,"d,h",..
Namibia,2000,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,31
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,26
India,1998-99,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,46
Cambodia,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,43
Comoros,1996,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,87
Ghana,2006,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,"d,h",100
Pakistan,1990,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,74
Mauritania,2000-01,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,79
Lesotho,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,82
Congo,2005,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,85
Bangladesh,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,72
Nepal,2001,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,68
Madagascar,2003-04,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,49
Cameroon,2004,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,88
Haiti,2005-06,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,55
Kenya,2003,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,91
Zimbabwe,1999,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,62
Togo,1998,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,97
Yemen,1997,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,73
Uganda,2000-01,MEDIUM HUMAN DEVELOPMENT,Under5_MR_Rich,,106
Senegal,2005,LOW HUMAN DEVELOPMENT,Under5_MR_Rich,,64
Eritrea,2002,LOW HUMAN DEVELOPMENT,Under5_MR_Rich,,65
Nigeria,2003,LOW HUMAN DEVELOPMENT,Under5_MR_Rich,,79
Tanzania (United Republic of),1999,LOW HUMAN DEVELOPMENT,Under5_MR_Rich,,135
Guinea,2005,LOW HUMAN DEVELOPMENT,Under5_MR_Rich,,113
Rwanda,2005,LOW HUMAN DEVELOPMENT,Under5_MR_Rich,,122
Benin,2001,,Under5_MR_Rich,,93
Malawi,2000,,Under5_MR_Rich,"d,h",149
Zambia,2001-02,,Under5_MR_Rich,,92
Côte d'Ivoire,2005,,Under5_MR_Rich,,100
Ethiopia,2005,,Under5_MR_Rich,,92
Chad,2004,,Under5_MR_Rich,,187
Central African Republic,1994-95,,Under5_MR_Rich,,98
Mozambique,2003,,Under5_MR_Rich,,108
Mali,2001,,Under5_MR_Rich,,148
Niger,2006,,Under5_MR_Rich,,157
Burkina Faso,2003,,Under5_MR_Rich,,144
Sierra Leone,2005,,Under5_MR_Rich,"d,h",179
Thailand,2005-06,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,78
Armenia,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,83
Peru,2004-05,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,87
Moldova,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,"c,f",111
Egypt,2005,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,112
Bolivia,2003,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,117
Tajikistan,2006,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,,122
Morocco,2003-04,MEDIUM HUMAN DEVELOPMENT,Rang_IDH,e,126
